Ses04F_impro07_F000 :Excited; ()
Ses04F_impro07_M050 :Happiness; ()
Ses04F_impro07_M051 :Neutral state; ()
Ses04F_impro07_M052 :Frustration; ()
Ses04F_impro07_M053 :Happiness; ()
Ses04F_impro07_M054 :Happiness; ()
Ses04F_impro07_M055 :Happiness; ()
Ses04F_impro07_M056 :Happiness; ()
Ses04F_impro07_M057 :Neutral state; ()
Ses04F_impro07_M058 :Neutral state; ()
Ses04F_impro07_M059 :Neutral state; ()
Ses04F_impro07_M060 :Neutral state; ()
Ses04F_impro07_M061 :Neutral state; ()
Ses04F_impro07_M062 :Neutral state; ()
Ses04F_impro07_M063 :Surprise; ()
Ses04F_impro07_M064 :Anger; ()
Ses04F_impro07_M065 :Anger; ()
Ses04F_impro07_M066 :Neutral state; ()
Ses04F_impro07_M067 :Neutral state; ()
Ses04F_impro07_M068 :Happiness; ()
Ses04F_impro07_M069 :Happiness; ()
Ses04F_impro07_M070 :Happiness; ()
Ses04F_impro07_M071 :Neutral state; ()
Ses04F_impro07_M072 :Neutral state; ()
Ses04F_impro07_M073 :Neutral state; ()
Ses04F_impro07_M074 :Happiness; ()
Ses04F_impro07_M075 :Happiness; ()
Ses04F_impro07_M076 :Neutral state; ()
Ses04F_impro07_M077 :Neutral state; ()
Ses04F_impro07_M078 :Surprise; ()
Ses04F_impro07_M079 :Neutral state; ()
Ses04F_impro07_M080 :Neutral state; ()
Ses04F_impro07_M081 :Happiness; ()
Ses04F_impro07_M082 :Neutral state; ()
Ses04F_impro07_M083 :Frustration; ()
Ses04F_impro07_M084 :Frustration; ()
Ses04F_impro07_M085 :Happiness; ()
Ses04F_impro07_M086 :Happiness; ()
