Ses05M_impro07_F000 :act 4; :val 2; :dom 1; ()
Ses05M_impro07_M002 :act 3; :val 1; :dom 3; ()
Ses05M_impro07_M003 :act 3; :val 1; :dom 2; ()
Ses05M_impro07_M004 :act 3; :val 2; :dom 2; ()
Ses05M_impro07_M005 :act 3; :val 2; :dom 2; ()
Ses05M_impro07_M006 :act 4; :val 2; :dom 1; ()
Ses05M_impro07_M007 :act 3; :val 2; :dom 3; ()
Ses05M_impro07_M008 :act 3; :val 2; :dom 2; ()
Ses05M_impro07_M009 :act 4; :val 2; :dom 1; ()
Ses05M_impro07_M010 :act 3; :val 2; :dom 2; ()
Ses05M_impro07_M011 :act 3; :val 2; :dom 2; ()
Ses05M_impro07_M012 :act 3; :val 2; :dom 2; ()
Ses05M_impro07_M013 :act 4; :val 2; :dom 1; ()
Ses05M_impro07_M014 :act 3; :val 1; :dom 2; ()
Ses05M_impro07_M015 :act 4; :val 2; :dom 3; ()
Ses05M_impro07_M016 :act 4; :val 2; :dom 2; ()
Ses05M_impro07_M017 :act 4; :val 2; :dom 2; ()
Ses05M_impro07_M018 :act 4; :val 2; :dom 2; ()
Ses05M_impro07_M019 :act 4; :val 3; :dom 2; ()
Ses05M_impro07_M020 :act 3; :val 3; :dom 2; ()
Ses05M_impro07_M021 :act 3; :val 3; :dom 2; ()
Ses05M_impro07_M022 :act 3; :val 2; :dom 3; ()
Ses05M_impro07_M023 :act 4; :val 2; :dom 1; ()
Ses05M_impro07_M024 :act 3; :val 3; :dom 1; ()
Ses05M_impro07_M025 :act 3; :val 3; :dom 1; ()
Ses05M_impro07_M026 :act 4; :val 3; :dom 2; ()
Ses05M_impro07_M027 :act 3; :val 3; :dom 1; ()
Ses05M_impro07_M028 :act 4; :val 3; :dom 1; ()
Ses05M_impro07_M029 :act 4; :val 3; :dom 2; ()
Ses05M_impro07_M030 :act 3; :val 2; :dom 1; ()
Ses05M_impro07_M031 :act 3; :val 2; :dom 2; ()
Ses05M_impro07_M032 :act 4; :val 2; :dom 1; ()
Ses05M_impro07_M033 :act 3; :val 2; :dom 2; ()
Ses05M_impro07_M034 :act 4; :val 2; :dom 2; ()
Ses05M_impro07_M035 :act 3; :val 3; :dom 1; ()
Ses05M_impro07_M036 :act 4; :val 3; :dom 2; ()
Ses05M_impro07_M037 :act 4; :val 2; :dom 2; ()
Ses05M_impro07_M038 :act 4; :val 2; :dom 1; ()
Ses05M_impro07_M039 :act 4; :val 2; :dom 1; ()
Ses05M_impro07_M040 :act 3; :val 2; :dom 2; ()
Ses05M_impro07_M041 :act 2; :val 2; :dom 2; ()
Ses05M_impro07_M042 :act 4; :val 3; :dom 2; ()
Ses05M_impro07_M043 :act 3; :val 2; :dom 2; ()
Ses05M_impro07_M044 :act 3; :val 2; :dom 2; ()
Ses05M_impro07_M045 :act 3; :val 2; :dom 2; ()
Ses05M_impro07_M046 :act 4; :val 2; :dom 1; ()
Ses05M_impro07_M047 :act 3; :val 2; :dom 1; ()
